event_id,user_id,event_time,event_name,service_category,provider_id,session_id,device,ab_group
E000066,U0010,2026-02-26 17:02:00,visit,사진촬영,P011,SU0010_2,mobile,A
E000067,U0010,2026-02-04 16:03:00,visit,운동,P013,SU0010_3,mobile,B
E000068,U0011,2026-03-04 16:04:00,visit,사진촬영,P077,SU0011_1,mobile,B
E000069,U0011,2026-03-04 16:05:00,search,사진촬영,P077,SU0011_1,mobile,B
E000070,U0011,2026-03-04 16:06:00,view_provider,사진촬영,P077,SU0011_1,mobile,B
E000071,U0011,2026-03-04 16:00:00,start_request,사진촬영,P077,SU0011_1,mobile,B
E000072,U0011,2026-03-04 16:01:00,submit_request,사진촬영,P077,SU0011_1,mobile,B
E000073,U0011,2026-03-13 13:02:00,visit,청소,P027,SU0011_2,mobile,A
E000074,U0011,2026-03-13 13:03:00,search,청소,P027,SU0011_2,mobile,A
E000075,U0011,2026-03-30 20:04:00,visit,이사,P057,SU0011_3,mobile,B
E000076,U0011,2026-03-30 20:05:00,search,이사,P057,SU0011_3,mobile,B
E000077,U0011,2026-03-30 20:06:00,view_provider,이사,P057,SU0011_3,mobile,B
E000078,U0011,2026-03-30 20:00:00,start_request,이사,P057,SU0011_3,mobile,B
E000079,U0011,2026-03-30 20:01:00,submit_request,이사,P057,SU0011_3,mobile,B
E000080,U0011,2026-03-30 20:13:00,view_quote,이사,P057,SU0011_3,mobile,B
E000081,U0011,2026-03-27 16:03:00,visit,사진촬영,P035,SU0011_4,desktop,A
E000082,U0011,2026-03-27 16:04:00,search,사진촬영,P035,SU0011_4,desktop,A
E000083,U0012,2026-06-13 15:05:00,visit,청소,P070,SU0012_1,desktop,B
E000084,U0012,2026-04-16 22:06:00,visit,이사,P045,SU0012_2,mobile,A
E000085,U0012,2026-04-16 22:00:00,search,이사,P045,SU0012_2,mobile,A
E000086,U0012,2026-04-16 22:01:00,view_provider,이사,P045,SU0012_2,mobile,A
E000087,U0012,2026-04-16 22:02:00,start_request,이사,P045,SU0012_2,mobile,A
E000088,U0012,2026-04-16 22:03:00,submit_request,이사,P045,SU0012_2,mobile,A
E000089,U0012,2026-04-16 23:20:00,view_quote,이사,P045,SU0012_2,mobile,A
E000090,U0012,2026-06-04 10:05:00,visit,사진촬영,P042,SU0012_3,mobile,A
E000091,U0012,2026-06-04 10:06:00,search,사진촬영,P042,SU0012_3,mobile,A
E000092,U0013,2026-05-05 08:00:00,visit,과외,P078,SU0013_1,mobile,A
E000093,U0013,2026-05-05 08:01:00,search,과외,P078,SU0013_1,mobile,A
E000094,U0014,2026-05-07 09:02:00,visit,이사,P076,SU0014_1,mobile,B
E000095,U0014,2026-05-11 11:03:00,visit,인테리어,P050,SU0014_2,desktop,A
E000096,U0014,2026-05-11 11:04:00,search,인테리어,P050,SU0014_2,desktop,A
E000097,U0014,2026-03-30 16:05:00,visit,청소,P037,SU0014_3,mobile,A
E000098,U0014,2026-03-30 16:06:00,search,청소,P037,SU0014_3,mobile,A
E000099,U0014,2026-03-30 16:00:00,view_provider,청소,P037,SU0014_3,mobile,A
E000100,U0015,2026-05-05 10:01:00,visit,이사,P041,SU0015_1,desktop,A
E000101,U0015,2026-05-05 10:02:00,search,이사,P041,SU0015_1,desktop,A
E000102,U0015,2026-03-08 14:03:00,visit,운동,P077,SU0015_2,mobile,A
E000103,U0015,2026-03-15 18:04:00,visit,과외,P023,SU0015_3,mobile,A
E000104,U0015,2026-03-15 18:05:00,search,과외,P023,SU0015_3,mobile,A
E000105,U0015,2026-03-15 18:06:00,view_provider,과외,P023,SU0015_3,mobile,A
E000106,U0015,2026-03-15 18:00:00,start_request,과외,P023,SU0015_3,mobile,A
E000107,U0015,2026-03-15 18:01:00,submit_request,과외,P023,SU0015_3,mobile,A
E000108,U0015,2026-03-15 19:14:00,view_quote,과외,P023,SU0015_3,mobile,A
E000109,U0015,2026-03-16 05:32:00,complete_transaction,과외,P023,SU0015_3,mobile,A
E000110,U0015,2026-03-17 05:32:00,write_review,과외,P023,SU0015_3,mobile,A
E000111,U0015,2026-05-05 09:05:00,visit,과외,P002,SU0015_4,mobile,A
E000112,U0015,2026-05-05 09:06:00,search,과외,P002,SU0015_4,mobile,A
E000113,U0016,2026-03-12 13:00:00,visit,사진촬영,P043,SU0016_1,mobile,A
E000114,U0016,2026-03-12 13:01:00,search,사진촬영,P043,SU0016_1,mobile,A
E000115,U0016,2026-03-12 13:02:00,view_provider,사진촬영,P043,SU0016_1,mobile,A
E000116,U0016,2026-03-12 13:03:00,start_request,사진촬영,P043,SU0016_1,mobile,A
E000117,U0016,2026-03-12 13:04:00,submit_request,사진촬영,P043,SU0016_1,mobile,A
E000118,U0016,2026-03-13 12:05:00,visit,청소,P079,SU0016_2,desktop,B
E000119,U0016,2026-03-13 12:06:00,search,청소,P079,SU0016_2,desktop,B
E000120,U0016,2026-04-21 17:00:00,visit,이사,P075,SU0016_3,desktop,B
E000121,U0016,2026-04-21 17:01:00,search,이사,P075,SU0016_3,desktop,B
E000122,U0016,2026-04-21 17:02:00,view_provider,이사,P075,SU0016_3,desktop,B
E000123,U0016,2026-04-21 17:03:00,start_request,이사,P075,SU0016_3,desktop,B
E000124,U0016,2026-04-21 17:04:00,submit_request,이사,P075,SU0016_3,desktop,B
E000125,U0016,2026-04-21 19:47:00,view_quote,이사,P075,SU0016_3,desktop,B
E000126,U0017,2026-03-28 12:06:00,visit,청소,P039,SU0017_1,desktop,A
E000127,U0017,2026-03-28 12:00:00,search,청소,P039,SU0017_1,desktop,A
E000128,U0017,2026-03-28 12:01:00,view_provider,청소,P039,SU0017_1,desktop,A
E000129,U0018,2026-03-31 11:02:00,visit,운동,P041,SU0018_1,mobile,B
E000130,U0018,2026-02-14 18:03:00,visit,인테리어,P079,SU0018_2,mobile,B
E000131,U0018,2026-02-14 18:04:00,search,인테리어,P079,SU0018_2,mobile,B
E000132,U0018,2026-01-25 14:05:00,visit,청소,P023,SU0018_3,desktop,B
E000133,U0018,2026-01-25 14:06:00,search,청소,P023,SU0018_3,desktop,B
E000134,U0019,2026-04-04 10:00:00,visit,운동,P025,SU0019_1,mobile,A
E000135,U0019,2026-04-04 10:01:00,search,운동,P025,SU0019_1,mobile,A
E000136,U0019,2026-04-17 14:02:00,visit,이사,P041,SU0019_2,mobile,B
E000137,U0019,2026-04-17 14:03:00,search,이사,P041,SU0019_2,mobile,B
E000138,U0019,2026-04-17 14:04:00,view_provider,이사,P041,SU0019_2,mobile,B
E000139,U0020,2026-03-19 17:05:00,visit,과외,P009,SU0020_1,mobile,B
E000140,U0020,2026-03-19 17:06:00,search,과외,P009,SU0020_1,mobile,B
E000141,U0020,2026-03-16 13:00:00,visit,운동,P004,SU0020_2,mobile,B
E000142,U0020,2026-03-16 13:01:00,search,운동,P004,SU0020_2,mobile,B
E000143,U0020,2026-02-19 13:02:00,visit,청소,P024,SU0020_3,desktop,B
E000144,U0020,2026-02-19 13:03:00,search,청소,P024,SU0020_3,desktop,B
E000145,U0021,2026-04-13 18:04:00,visit,사진촬영,P040,SU0021_1,mobile,A
E000146,U0021,2026-04-13 18:05:00,search,사진촬영,P040,SU0021_1,mobile,A
E000147,U0021,2026-04-13 18:06:00,view_provider,사진촬영,P040,SU0021_1,mobile,A
E000148,U0021,2026-04-13 18:00:00,start_request,사진촬영,P040,SU0021_1,mobile,A
E000149,U0021,2026-04-13 18:01:00,submit_request,사진촬영,P040,SU0021_1,mobile,A
E000150,U0021,2026-04-04 11:02:00,visit,이사,P004,SU0021_2,mobile,B
E000151,U0021,2026-04-04 11:03:00,search,이사,P004,SU0021_2,mobile,B
E000152,U0021,2026-04-04 11:04:00,view_provider,이사,P004,SU0021_2,mobile,B
E000153,U0021,2026-04-04 11:05:00,start_request,이사,P004,SU0021_2,mobile,B
E000154,U0021,2026-04-04 11:06:00,submit_request,이사,P004,SU0021_2,mobile,B
E000155,U0021,2026-04-04 12:37:00,view_quote,이사,P004,SU0021_2,mobile,B
E000156,U0021,2026-04-04 18:30:00,complete_transaction,이사,P004,SU0021_2,mobile,B
E000157,U0021,2026-04-08 18:30:00,write_review,이사,P004,SU0021_2,mobile,B
E000158,U0021,2026-04-16 16:03:00,visit,사진촬영,P029,SU0021_3,mobile,B
E000159,U0021,2026-04-16 16:04:00,search,사진촬영,P029,SU0021_3,mobile,B
E000160,U0021,2026-04-16 16:05:00,view_provider,사진촬영,P029,SU0021_3,mobile,B
E000161,U0022,2026-04-05 19:06:00,visit,사진촬영,P039,SU0022_1,mobile,B
E000162,U0023,2026-03-22 19:00:00,visit,이사,P006,SU0023_1,mobile,B
E000163,U0023,2026-02-21 19:01:00,visit,청소,P008,SU0023_2,mobile,A
E000164,U0023,2026-01-19 19:02:00,visit,운동,P065,SU0023_3,desktop,B
E000165,U0023,2026-01-19 19:03:00,search,운동,P065,SU0023_3,desktop,B
E000166,U0023,2026-01-19 19:04:00,view_provider,운동,P065,SU0023_3,desktop,B
E000167,U0023,2026-01-19 19:05:00,start_request,운동,P065,SU0023_3,desktop,B
E000168,U0023,2026-01-19 19:06:00,submit_request,운동,P065,SU0023_3,desktop,B
E000169,U0023,2026-01-19 21:34:00,view_quote,운동,P065,SU0023_3,desktop,B
E000170,U0023,2026-01-20 21:01:00,visit,이사,P022,SU0023_4,desktop,B
E000171,U0023,2026-01-20 21:02:00,search,이사,P022,SU0023_4,desktop,B
E000172,U0023,2026-01-20 21:03:00,view_provider,이사,P022,SU0023_4,desktop,B
E000173,U0023,2026-01-20 21:04:00,start_request,이사,P022,SU0023_4,desktop,B
E000174,U0023,2026-01-20 21:05:00,submit_request,이사,P022,SU0023_4,desktop,B
E000175,U0023,2026-01-20 22:38:00,view_quote,이사,P022,SU0023_4,desktop,B
E000176,U0024,2026-05-08 14:00:00,visit,과외,P066,SU0024_1,mobile,B
E000177,U0024,2026-06-10 15:01:00,visit,사진촬영,P047,SU0024_2,mobile,B
E000178,U0024,2026-06-10 15:02:00,search,사진촬영,P047,SU0024_2,mobile,B
E000179,U0024,2026-06-10 15:03:00,view_provider,사진촬영,P047,SU0024_2,mobile,B
E000180,U0024,2026-04-18 16:04:00,visit,이사,P022,SU0024_3,desktop,B
E000181,U0024,2026-04-18 16:05:00,search,이사,P022,SU0024_3,desktop,B
E000182,U0025,2026-04-01 08:06:00,visit,과외,P048,SU0025_1,desktop,A
E000183,U0025,2026-04-01 08:00:00,search,과외,P048,SU0025_1,desktop,A
E000184,U0025,2026-04-01 08:01:00,view_provider,과외,P048,SU0025_1,desktop,A
E000185,U0026,2026-03-29 09:02:00,visit,과외,P075,SU0026_1,desktop,A
E000186,U0026,2026-03-29 09:03:00,search,과외,P075,SU0026_1,desktop,A
E000187,U0026,2026-03-29 09:04:00,view_provider,과외,P075,SU0026_1,desktop,A
E000188,U0027,2026-03-17 14:05:00,visit,과외,P013,SU0027_1,mobile,B
E000189,U0027,2026-03-17 14:06:00,search,과외,P013,SU0027_1,mobile,B
E000190,U0028,2026-04-05 15:00:00,visit,운동,P074,SU0028_1,mobile,B
E000191,U0028,2026-03-25 17:01:00,visit,사진촬영,P028,SU0028_2,mobile,A
E000192,U0028,2026-03-25 17:02:00,search,사진촬영,P028,SU0028_2,mobile,A
E000193,U0028,2026-03-25 17:03:00,view_provider,사진촬영,P028,SU0028_2,mobile,A
E000194,U0028,2026-03-25 17:04:00,start_request,사진촬영,P028,SU0028_2,mobile,A
E000195,U0028,2026-05-23 11:05:00,visit,과외,P057,SU0028_3,mobile,B
E000196,U0028,2026-05-23 11:06:00,search,과외,P057,SU0028_3,mobile,B
E000197,U0028,2026-05-23 11:00:00,view_provider,과외,P057,SU0028_3,mobile,B
E000198,U0028,2026-03-19 14:01:00,visit,청소,P064,SU0028_4,mobile,B
E000199,U0028,2026-04-24 10:02:00,visit,사진촬영,P026,SU0028_5,mobile,B
E000200,U0028,2026-04-24 10:03:00,search,사진촬영,P026,SU0028_5,mobile,B
E000201,U0028,2026-04-24 10:04:00,view_provider,사진촬영,P026,SU0028_5,mobile,B
E000202,U0028,2026-04-24 10:05:00,start_request,사진촬영,P026,SU0028_5,mobile,B
E000203,U0028,2026-04-24 10:06:00,submit_request,사진촬영,P026,SU0028_5,mobile,B
E000204,U0028,2026-04-24 11:50:00,view_quote,사진촬영,P026,SU0028_5,mobile,B
E000205,U0029,2026-03-17 13:01:00,visit,이사,P028,SU0029_1,mobile,B
E000206,U0029,2026-03-17 13:02:00,search,이사,P028,SU0029_1,mobile,B
E000207,U0029,2026-03-17 13:03:00,view_provider,이사,P028,SU0029_1,mobile,B
E000208,U0029,2026-04-21 12:04:00,visit,인테리어,P010,SU0029_2,desktop,B
E000209,U0029,2026-04-21 12:05:00,search,인테리어,P010,SU0029_2,desktop,B
E000210,U0029,2026-04-21 12:06:00,view_provider,인테리어,P010,SU0029_2,desktop,B
E000211,U0029,2026-04-03 22:00:00,visit,운동,P037,SU0029_3,mobile,A
E000212,U0029,2026-04-03 22:01:00,search,운동,P037,SU0029_3,mobile,A
E000213,U0030,2026-02-11 15:02:00,visit,청소,P058,SU0030_1,desktop,B
E000214,U0030,2026-02-11 15:03:00,search,청소,P058,SU0030_1,desktop,B
E000215,U0030,2026-03-31 16:04:00,visit,사진촬영,P042,SU0030_2,mobile,B
E000216,U0030,2026-03-31 16:05:00,search,사진촬영,P042,SU0030_2,mobile,B
E000217,U0030,2026-03-31 16:06:00,view_provider,사진촬영,P042,SU0030_2,mobile,B
E000218,U0030,2026-04-10 17:00:00,visit,과외,P034,SU0030_3,mobile,B
E000219,U0030,2026-04-10 17:01:00,search,과외,P034,SU0030_3,mobile,B
E000220,U0030,2026-04-10 17:02:00,view_provider,과외,P034,SU0030_3,mobile,B
E000221,U0030,2026-04-10 17:03:00,start_request,과외,P034,SU0030_3,mobile,B
E000222,U0031,2026-04-07 19:04:00,visit,청소,P016,SU0031_1,mobile,A
E000223,U0031,2026-04-07 19:05:00,search,청소,P016,SU0031_1,mobile,A
E000224,U0031,2026-04-07 19:06:00,view_provider,청소,P016,SU0031_1,mobile,A
E000225,U0031,2026-04-07 19:00:00,start_request,청소,P016,SU0031_1,mobile,A
E000226,U0031,2026-04-07 19:01:00,submit_request,청소,P016,SU0031_1,mobile,A
E000227,U0031,2026-04-07 20:02:00,view_quote,청소,P016,SU0031_1,mobile,A
E000228,U0031,2026-04-08 19:22:00,complete_transaction,청소,P016,SU0031_1,mobile,A
E000229,U0031,2026-03-07 19:04:00,visit,이사,P038,SU0031_2,mobile,B
E000230,U0031,2026-03-07 19:05:00,search,이사,P038,SU0031_2,mobile,B
E000231,U0031,2026-03-07 19:06:00,view_provider,이사,P038,SU0031_2,mobile,B
E000232,U0031,2026-03-07 19:00:00,start_request,이사,P038,SU0031_2,mobile,B
E000233,U0031,2026-03-07 19:01:00,submit_request,이사,P038,SU0031_2,mobile,B
E000234,U0032,2026-03-28 09:02:00,visit,과외,P031,SU0032_1,mobile,B
E000235,U0032,2026-03-28 09:03:00,search,과외,P031,SU0032_1,mobile,B
E000236,U0032,2026-03-28 09:04:00,view_provider,과외,P031,SU0032_1,mobile,B
E000237,U0032,2026-02-18 20:05:00,visit,과외,P050,SU0032_2,mobile,B
E000238,U0032,2026-02-18 20:06:00,search,과외,P050,SU0032_2,mobile,B
E000239,U0032,2026-02-18 20:00:00,view_provider,과외,P050,SU0032_2,mobile,B
E000240,U0032,2026-02-18 20:01:00,start_request,과외,P050,SU0032_2,mobile,B
E000241,U0032,2026-02-18 20:02:00,submit_request,과외,P050,SU0032_2,mobile,B
E000242,U0032,2026-02-18 20:13:00,view_quote,과외,P050,SU0032_2,mobile,B
E000243,U0032,2026-02-23 15:04:00,visit,운동,P047,SU0032_3,mobile,A
E000244,U0032,2026-02-23 15:05:00,search,운동,P047,SU0032_3,mobile,A
E000245,U0032,2026-02-23 15:06:00,view_provider,운동,P047,SU0032_3,mobile,A
E000246,U0033,2026-01-25 21:00:00,visit,운동,P030,SU0033_1,mobile,B
E000247,U0033,2026-01-25 21:01:00,search,운동,P030,SU0033_1,mobile,B
E000248,U0033,2026-01-25 21:02:00,view_provider,운동,P030,SU0033_1,mobile,B
E000249,U0033,2026-01-14 22:03:00,visit,이사,P001,SU0033_2,mobile,B
E000250,U0033,2026-03-06 20:04:00,visit,청소,P008,SU0033_3,mobile,B
E000251,U0033,2026-01-13 19:05:00,visit,이사,P038,SU0033_4,mobile,B
E000252,U0033,2026-03-20 15:06:00,visit,청소,P041,SU0033_5,desktop,A
E000253,U0034,2026-05-05 08:00:00,visit,이사,P039,SU0034_1,desktop,A
E000254,U0034,2026-05-05 08:01:00,search,이사,P039,SU0034_1,desktop,A
E000255,U0034,2026-05-05 08:02:00,view_provider,이사,P039,SU0034_1,desktop,A
E000256,U0034,2026-05-05 08:03:00,start_request,이사,P039,SU0034_1,desktop,A
E000257,U0034,2026-05-05 08:04:00,submit_request,이사,P039,SU0034_1,desktop,A
E000258,U0034,2026-05-05 09:23:00,view_quote,이사,P039,SU0034_1,desktop,A
E000259,U0034,2026-05-06 01:24:00,complete_transaction,이사,P039,SU0034_1,desktop,A
E000260,U0034,2026-05-17 01:24:00,write_review,이사,P039,SU0034_1,desktop,A
E000261,U0035,2026-04-06 17:01:00,visit,인테리어,P011,SU0035_1,mobile,B
E000262,U0035,2026-04-06 17:02:00,search,인테리어,P011,SU0035_1,mobile,B
E000263,U0035,2026-04-06 17:03:00,view_provider,인테리어,P011,SU0035_1,mobile,B
E000264,U0035,2026-04-06 17:04:00,start_request,인테리어,P011,SU0035_1,mobile,B
E000265,U0035,2026-04-06 17:05:00,submit_request,인테리어,P011,SU0035_1,mobile,B
E000266,U0035,2026-05-27 12:06:00,visit,청소,P027,SU0035_2,mobile,B
E000267,U0035,2026-05-27 12:00:00,search,청소,P027,SU0035_2,mobile,B
E000268,U0035,2026-05-27 13:01:00,visit,인테리어,P001,SU0035_3,mobile,A
E000269,U0035,2026-05-27 13:02:00,search,인테리어,P001,SU0035_3,mobile,A
E000270,U0035,2026-05-27 13:03:00,view_provider,인테리어,P001,SU0035_3,mobile,A
E000271,U0035,2026-05-27 13:04:00,start_request,인테리어,P001,SU0035_3,mobile,A
E000272,U0035,2026-05-27 13:05:00,submit_request,인테리어,P001,SU0035_3,mobile,A
E000273,U0035,2026-06-08 18:06:00,visit,운동,P038,SU0035_4,desktop,B
E000274,U0035,2026-06-08 18:00:00,search,운동,P038,SU0035_4,desktop,B
E000275,U0035,2026-06-08 18:01:00,view_provider,운동,P038,SU0035_4,desktop,B
E000276,U0035,2026-06-08 18:02:00,start_request,운동,P038,SU0035_4,desktop,B
E000277,U0035,2026-06-08 18:03:00,submit_request,운동,P038,SU0035_4,desktop,B
E000278,U0035,2026-06-01 22:04:00,visit,과외,P034,SU0035_5,mobile,B
E000279,U0035,2026-06-01 22:05:00,search,과외,P034,SU0035_5,mobile,B
E000280,U0035,2026-06-01 22:06:00,view_provider,과외,P034,SU0035_5,mobile,B
E000281,U0036,2026-01-16 09:00:00,visit,사진촬영,P075,SU0036_1,mobile,A
E000282,U0036,2026-01-21 20:01:00,visit,청소,P013,SU0036_2,mobile,B
E000283,U0036,2026-01-21 20:02:00,search,청소,P013,SU0036_2,mobile,B
E000284,U0036,2026-03-14 17:03:00,visit,이사,P061,SU0036_3,desktop,B
E000285,U0036,2026-03-14 17:04:00,search,이사,P061,SU0036_3,desktop,B
E000286,U0036,2026-03-14 17:05:00,view_provider,이사,P061,SU0036_3,desktop,B
E000287,U0037,2026-04-03 22:06:00,visit,청소,P048,SU0037_1,mobile,A
E000288,U0037,2026-04-22 13:00:00,visit,사진촬영,P040,SU0037_2,mobile,A
E000289,U0037,2026-04-22 13:01:00,search,사진촬영,P040,SU0037_2,mobile,A
E000290,U0037,2026-04-22 13:02:00,view_provider,사진촬영,P040,SU0037_2,mobile,A
E000291,U0037,2026-03-23 08:03:00,visit,과외,P033,SU0037_3,mobile,B
E000292,U0037,2026-03-23 08:04:00,search,과외,P033,SU0037_3,mobile,B
E000293,U0037,2026-05-04 10:05:00,visit,인테리어,P023,SU0037_4,mobile,B
E000294,U0037,2026-05-04 10:06:00,search,인테리어,P023,SU0037_4,mobile,B
E000295,U0037,2026-05-04 10:00:00,view_provider,인테리어,P023,SU0037_4,mobile,B
E000296,U0037,2026-05-04 10:01:00,start_request,인테리어,P023,SU0037_4,mobile,B
E000297,U0037,2026-05-04 10:02:00,submit_request,인테리어,P023,SU0037_4,mobile,B
E000298,U0038,2026-05-09 12:03:00,visit,청소,P032,SU0038_1,mobile,B
E000299,U0038,2026-05-26 20:04:00,visit,과외,P048,SU0038_2,mobile,A
E000300,U0038,2026-05-26 20:05:00,search,과외,P048,SU0038_2,mobile,A
E000301,U0038,2026-04-12 08:06:00,visit,운동,P030,SU0038_3,mobile,B
E000302,U0038,2026-04-12 08:00:00,search,운동,P030,SU0038_3,mobile,B
E000303,U0038,2026-04-12 08:01:00,view_provider,운동,P030,SU0038_3,mobile,B
E000304,U0038,2026-04-12 08:02:00,start_request,운동,P030,SU0038_3,mobile,B
E000305,U0038,2026-04-12 08:03:00,submit_request,운동,P030,SU0038_3,mobile,B
E000306,U0038,2026-04-12 09:05:00,view_quote,운동,P030,SU0038_3,mobile,B
E000307,U0038,2026-04-12 14:37:00,complete_transaction,운동,P030,SU0038_3,mobile,B
E000308,U0038,2026-04-17 14:37:00,write_review,운동,P030,SU0038_3,mobile,B
E000309,U0039,2026-03-30 16:00:00,visit,청소,P074,SU0039_1,desktop,B
E000310,U0039,2026-03-30 16:01:00,search,청소,P074,SU0039_1,desktop,B
E000311,U0039,2026-03-30 16:02:00,view_provider,청소,P074,SU0039_1,desktop,B
E000312,U0039,2026-04-09 21:03:00,visit,인테리어,P042,SU0039_2,mobile,B
E000313,U0039,2026-02-10 18:04:00,visit,과외,P016,SU0039_3,mobile,A
E000314,U0039,2026-03-05 20:05:00,visit,운동,P023,SU0039_4,mobile,B
